evaluation,source,fitness,descriptor_x,descriptor_y,cell_x,cell_y,inserted,replaced,steps,food_collected,wall_collisions,hazard_contacts
1,random_init,1.296000000000001,-0.729367278951941,-0.7272988256934353,3,3,True,False,162,0,0,0
2,random_init,1.296000000000001,-0.727865436171198,-0.7328032942969421,3,3,False,False,162,0,0,0
3,random_init,1.296000000000001,-0.7286329773284855,-0.7339423422622031,3,3,False,False,162,0,0,0
4,random_init,1.333000000000001,-0.7527653705325755,-0.6764870421485788,3,4,True,False,161,0,0,0
5,random_init,1.296000000000001,-0.7257827146866017,-0.7169806332783335,3,3,False,False,162,0,0,0
6,random_init,1.296000000000001,-0.7278964862212239,-0.7217818068091828,3,3,False,False,162,0,0,0
7,random_init,1.296000000000001,-0.7077548550632626,-0.7268443847623182,3,3,False,False,162,0,0,0
8,random_init,4.989,-0.7819369494713589,0.3784298255734267,2,17,True,False,193,1,19,0
9,random_init,-0.19499999999999998,-0.9748889899818145,-0.8164157939387281,0,2,True,False,160,0,46,0
10,random_init,3.206999999999999,0.4933914566405948,0.7076935432891179,18,21,True,False,144,0,3,0
11,random_init,1.296000000000001,-0.7158309528235206,-0.7281233343642444,3,3,False,False,162,0,0,0
12,random_init,12.419999999999936,0.3981132689438494,0.11149966007249063,17,13,True,False,280,3,2,0
13,random_init,1.296000000000001,-0.710646389670508,-0.7068676900536164,3,3,False,False,162,0,0,0
14,random_init,1.296000000000001,-0.7113575797554514,-0.7338553613377562,3,3,False,False,162,0,0,0
15,random_init,1.296000000000001,-0.7197832385246938,-0.7094983116096035,3,3,False,False,162,0,0,0
16,random_init,1.296000000000001,-0.7325925104444886,-0.7289421330246215,3,3,False,False,162,0,0,0
17,random_init,2.1889999999999996,-0.28502799816894603,-0.012377162577191025,8,12,True,False,133,0,22,4
18,random_init,1.7930000000000004,0.5723196756073222,-0.8888702311768272,19,1,True,False,156,0,5,0
19,random_init,9.731999999999962,0.16628756161246666,0.11059072539015276,14,13,True,False,239,2,8,0
20,random_init,1.296000000000001,-0.7170918843538866,-0.7308873085487575,3,3,False,False,162,0,0,0
21,random_init,1.3090000000000013,-0.957839202918892,-0.43266656683450144,0,7,True,False,158,0,9,0
22,random_init,1.296000000000001,-0.7208461059538307,-0.7130775021922385,3,3,False,False,162,0,0,0
23,random_init,1.296000000000001,-0.7232843225881552,-0.7306609252002693,3,3,False,False,162,0,0,0
24,random_init,1.296000000000001,-0.716737621032966,-0.7082046767825876,3,3,False,False,162,0,0,0
25,random_init,0.06000000000000021,-0.9417565095311005,-0.9749997334216538,0,0,True,False,160,0,40,0
26,random_init,1.309000000000001,-0.7593191431964503,-0.6872009779292193,3,3,True,True,158,0,0,0
27,random_init,8.405999999999963,0.31208221723208635,-0.04825927207438578,16,11,True,False,217,2,0,10
28,random_init,1.296000000000001,-0.729100921734123,-0.7081448781138842,3,3,False,False,162,0,0,0
29,random_init,1.296000000000001,-0.7200619322911326,-0.7202253017024085,3,3,False,False,162,0,0,0
30,random_init,6.322999999999999,-0.8743696490157715,0.634251261213865,1,20,True,False,201,1,5,0
31,random_init,1.296000000000001,-0.7280407944500064,-0.7193769283657154,3,3,False,False,162,0,0,0
32,random_init,1.296000000000001,-0.714322100947705,-0.7174195485913865,3,3,False,False,162,0,0,0
33,random_init,19.539999999999978,-0.5081221463612586,0.9583786053245105,6,24,True,False,280,4,13,0
34,random_init,1.4280000000000008,-0.6782904859724668,-0.6376669828997512,4,4,True,False,156,0,0,0
35,random_init,-2.1729999999999983,-0.05486519830549691,-0.9749924969275605,11,0,True,False,159,0,110,0
36,random_init,1.325000000000001,-0.7436733725969755,-0.8918804911120304,3,1,True,False,160,0,0,0
37,random_init,1.296000000000001,-0.7299708928056236,-0.7323658279637856,3,3,False,False,162,0,0,0
38,random_init,1.296000000000001,-0.7080254690322757,-0.7339946660833957,3,3,False,False,162,0,0,0
39,random_init,1.5360000000000003,0.2812815099339346,0.042854102613486926,16,13,True,False,142,0,0,5
40,random_init,1.8140000000000005,-0.6840983632068453,-0.041861066621929365,3,11,True,False,158,0,1,0
41,random_init,1.296000000000001,-0.7266800913912785,-0.7346123691424719,3,3,False,False,162,0,0,0
42,random_init,1.7590000000000008,-0.2534217696664892,-0.6523580176387263,9,4,True,False,158,0,0,0
43,random_init,1.391000000000001,-0.7383641111079564,-0.5536833022519343,3,5,True,False,157,0,0,0
44,random_init,0.5480000000000004,-0.6951683571855773,-0.9749527553450508,3,0,True,False,161,0,25,0
45,random_init,1.758,0.43260106339521104,-0.20011122638527107,17,9,True,False,136,0,1,6
46,random_init,1.296000000000001,-0.718520095895432,-0.7243067397169867,3,3,False,False,162,0,0,0
47,random_init,1.378000000000001,-0.6499804995945089,-0.8344182718308234,4,2,True,False,161,0,0,0
48,random_init,-0.9030000000000004,-0.9746072871857444,-0.9749401049645735,0,0,False,False,159,0,66,0
49,random_init,1.296000000000001,-0.72865209882428,-0.7247858010997574,3,3,False,False,162,0,0,0
50,random_init,4.884,0.08825536870959165,0.01581468066262848,13,12,True,False,198,1,0,0
51,random_init,1.6270000000000011,-0.12237863276850144,-0.2948616464228387,10,8,True,False,159,0,4,0
52,random_init,1.341000000000001,-0.6704634708786056,-0.7374071498856353,4,3,True,False,162,0,0,0
53,random_init,1.296000000000001,-0.7126662559861088,-0.7226105088165793,3,3,False,False,162,0,0,0
54,random_init,1.296000000000001,-0.7281736316109845,-0.7169284279200522,3,3,False,False,162,0,0,0
55,random_init,5.9629999999999965,-0.8775440905652011,-0.3924404760731952,1,7,True,False,176,1,13,0
56,random_init,11.78799999999998,-0.6282301728545061,-0.35228673352050405,4,8,True,False,226,2,11,0
57,random_init,1.296000000000001,-0.7149114882995584,-0.7347125557829073,3,3,False,False,162,0,0,0
58,random_init,8.857999999999965,0.2832634058247359,0.23639015023884655,16,15,True,False,251,2,1,0
59,random_init,8.428999999999968,-0.7614192017897731,-0.5069259592601711,2,6,True,False,228,2,5,0
60,random_init,1.296000000000001,-0.724701200571826,-0.7261632573103931,3,3,False,False,162,0,0,0
61,random_init,1.3990000000000018,-0.3152937956272162,-0.8398869179928715,8,2,True,False,158,0,9,0
62,random_init,4.699,-0.13407567512991742,0.00450965640059151,10,12,True,False,203,1,0,0
63,random_init,2.932999999999999,0.24254988726950752,0.026511990317746908,15,12,True,False,151,1,0,18
64,random_init,1.296000000000001,-0.7221235926841647,-0.7349290403682892,3,3,False,False,162,0,0,0
65,random_init,1.296000000000001,-0.7221941433286883,-0.7222552214068849,3,3,False,False,162,0,0,0
66,random_init,1.296000000000001,-0.7334425570501955,-0.7308795314903219,3,3,False,False,162,0,0,0
67,random_init,1.296000000000001,-0.7286496955276223,-0.7319465297354506,3,3,False,False,162,0,0,0
68,random_init,2.0910000000000006,-0.46363598449261584,0.14290052253765395,6,14,True,False,152,0,2,0
69,random_init,7.646,-0.7175474089752965,-0.339242988781269,3,8,True,False,227,2,4,0
70,random_init,1.354000000000001,-0.5943339937279644,-0.7434569796139802,5,3,True,False,158,0,0,0
71,random_init,1.296000000000001,-0.7147427746963606,-0.7161573124534488,3,3,False,False,162,0,0,0
72,random_init,0.4000000000000002,-0.9744120756890985,-0.9749747114333135,0,0,True,True,160,0,29,0
73,random_init,1.296000000000001,-0.7188898847780918,-0.714185107517762,3,3,False,False,162,0,0,0
74,random_init,1.296000000000001,-0.7098228110725542,-0.7219095044023643,3,3,False,False,162,0,0,0
75,random_init,1.296000000000001,-0.734952571676853,-0.7179091751241515,3,3,False,False,162,0,0,0
76,random_init,3.312999999999998,-0.7678225680880931,-0.9685329241903555,2,0,True,False,136,0,11,0
77,random_init,1.9080000000000001,-0.3302362348738583,0.03795029146465648,8,12,False,False,131,0,3,7
78,random_init,5.886999999999998,0.9657974238191914,-0.13225095667722422,24,10,True,False,189,1,4,0
79,random_init,1.296000000000001,-0.727612157488538,-0.7256214547477383,3,3,False,False,162,0,0,0
80,random_init,1.3830000000000005,0.9380395646966542,-0.5539199036676428,24,5,True,False,151,0,31,0
81,random_init,2.135,0.7438988448095224,0.24227835834333528,21,15,True,False,140,0,2,4
82,random_init,1.550000000000001,-0.26482622168737585,-0.883192601246085,9,1,True,False,160,0,0,0
83,random_init,4.726000000000002,0.4272534844868481,0.1423793889015013,17,14,True,False,167,1,0,9
84,random_init,1.296000000000001,-0.7230108849828321,-0.7340733360856114,3,3,False,False,162,0,0,0
85,random_init,1.5110000000000008,-0.072732977479018,-0.7485315107506445,11,3,True,False,152,0,16,0
86,random_init,1.296000000000001,-0.7082596180506157,-0.7168942534659687,3,3,False,False,162,0,0,0
87,random_init,1.296000000000001,-0.7078915675291652,-0.7169189348035565,3,3,False,False,162,0,0,0
88,random_init,1.296000000000001,-0.7203069033664885,-0.7137381095186733,3,3,False,False,162,0,0,0
89,random_init,1.333000000000001,-0.7119681238225325,-0.6840596997423148,3,3,True,True,161,0,0,0
90,random_init,1.362000000000001,-0.8392570230862638,-0.8050873652255512,2,2,True,False,159,0,0,0
91,random_init,-3.1930000000000036,0.0069132457994192376,-0.9723957491694828,12,0,True,False,154,0,138,0
92,random_init,1.333000000000001,-0.8785563134893609,-0.7903728616025415,1,2,True,False,161,0,0,0
93,random_init,1.296000000000001,-0.7247315878483769,-0.7127677938716328,3,3,False,False,162,0,0,0
94,random_init,7.054999999999996,0.35414303533340835,-0.4952036676396818,16,6,True,False,180,1,23,2
95,random_init,11.053999999999979,0.957709056862854,-0.6520745110847433,24,4,True,False,243,2,42,0
96,random_init,1.317000000000001,-0.739439805076854,-0.6517035214228981,3,4,False,False,159,0,0,0
97,random_init,1.296000000000001,-0.7146695014300504,-0.7258671690378149,3,3,False,False,162,0,0,0
98,random_init,2.506,0.579892892120175,0.2021549780526072,19,15,True,False,152,0,3,0
99,random_init,1.7450000000000003,0.9433857854617603,-0.8004943683135073,24,2,True,False,155,0,10,0
100,random_init,1.296000000000001,-0.7298986755680071,-0.7178155382730075,3,3,False,False,162,0,0,0
101,random_init,1.296000000000001,-0.7072849780616361,-0.7068989688752763,3,3,False,False,162,0,0,0
102,random_init,1.296000000000001,-0.7178788310969452,-0.7290849276843145,3,3,False,False,162,0,0,0
103,random_init,1.296000000000001,-0.7173985054813192,-0.7228494379536868,3,3,False,False,162,0,0,0
104,random_init,0.7340000000000003,0.3096642139759024,-0.9741264246749463,16,0,True,False,153,0,41,0
105,random_init,-2.5430000000000006,-0.8102139530518199,-0.9749287688288952,2,0,False,False,154,0,131,0
106,random_init,1.0150000000000006,-0.9721450632410199,-0.4115271065933199,0,7,False,False,160,0,14,0
107,random_init,0.6620000000000004,-0.5278653440312024,-0.9722694253132057,5,0,True,False,154,0,24,0
108,random_init,10.588999999999993,0.9248389579702346,0.6385034269653709,24,20,True,False,213,2,14,5
109,random_init,1.9680000000000002,0.3025469798195493,-0.5604579668624401,16,5,True,False,156,0,0,0
110,random_init,1.3670000000000009,-0.9673956322236864,-0.30164763715236,0,8,True,False,159,0,5,0
111,random_init,2.904999999999999,0.9249388635978986,0.7380035647549006,24,21,True,False,145,0,8,0
112,random_init,8.825999999999976,-0.6715694781850966,-0.6349585105487513,4,4,True,True,227,2,5,0
113,random_init,1.296000000000001,-0.7138660602258852,-0.7343982644458582,3,3,False,False,162,0,0,0
114,random_init,1.296000000000001,-0.7239236200820501,-0.7125418978461363,3,3,False,False,162,0,0,0
115,random_init,2.386,0.502936263690939,0.9594287125465081,18,24,True,False,142,0,26,0
116,random_init,1.296000000000001,-0.7112488342912605,-0.7168276208907275,3,3,False,False,162,0,0,0
117,random_init,5.503999999999997,-0.7319057719021058,0.12728872493944357,3,14,True,False,178,1,33,0
118,random_init,1.423000000000001,-0.8441145266947325,-0.9311967533631003,1,0,True,False,161,0,0,0
119,random_init,1.296000000000001,-0.714817199114303,-0.7327716643901409,3,3,False,False,162,0,0,0
120,random_init,1.296000000000001,-0.718209101459319,-0.7164020436540408,3,3,False,False,162,0,0,0
121,random_init,1.415000000000001,-0.8125842805782395,-0.9331442871505532,2,0,False,False,160,0,0,0
122,random_init,1.296000000000001,-0.7255347198735485,-0.7116790809480573,3,3,False,False,162,0,0,0
123,random_init,1.296000000000001,-0.7210392059274996,-0.7080982578944357,3,3,False,False,162,0,0,0
124,random_init,1.296000000000001,-0.7082318191797482,-0.7176499477898995,3,3,False,False,162,0,0,0
125,random_init,2.419,0.07373409101436762,-0.15678308938177332,13,10,True,False,148,0,2,0
126,random_init,12.937999999999958,-0.7052682302155701,-0.32110717916654313,3,8,True,True,266,3,2,12
127,random_init,1.415000000000001,-0.7987071617088523,-0.5199313021589548,2,6,False,False,160,0,0,0
128,random_init,4.642999999999995,-0.2745348106899588,-0.9739847315179472,9,0,True,False,191,1,88,0
129,random_init,1.296000000000001,-0.7149716101573743,-0.7248474718999327,3,3,False,False,162,0,0,0
130,random_init,-2.4119999999999995,0.13599266107871957,-0.9745278534235968,14,0,True,False,156,0,120,0
131,random_init,1.4680000000000009,-0.4798176324829053,-0.6113297457434924,6,4,True,False,161,0,0,0
132,random_init,1.296000000000001,-0.7596915392884416,-0.7533508871857905,3,3,False,False,162,0,0,0
133,random_init,2.1150000000000007,-0.361547008471869,-0.5500113502428197,7,5,True,False,150,0,6,0
134,random_init,1.296000000000001,-0.7214959359405441,-0.7314734676424778,3,3,False,False,162,0,0,0
135,random_init,4.238999999999997,0.6006066921431603,-0.16618332283755138,20,10,True,False,133,0,7,0
136,random_init,1.296000000000001,-0.7184491907623282,-0.7314291343175002,3,3,False,False,162,0,0,0
137,random_init,1.378000000000001,-0.8319545117955846,-0.7131684599120975,2,3,True,False,161,0,0,0
138,random_init,1.6160000000000008,-0.3119613861517112,-0.9117722283937553,8,1,True,False,157,0,0,0
139,random_init,1.362000000000001,-0.7019642620970118,-0.7115328982967025,3,3,True,True,159,0,0,0
140,random_init,0.03500000000000046,-0.9747300555257679,-0.4560625194663863,0,6,True,False,160,0,42,0
141,random_init,2.979999999999999,-0.5647514491778302,0.44475433924380003,5,18,True,False,135,0,3,2
142,random_init,1.296000000000001,-0.731489247079466,-0.7322661733767397,3,3,False,False,162,0,0,0
143,random_init,1.296000000000001,-0.7335239218496636,-0.7286877528128379,3,3,False,False,162,0,0,0
144,random_init,-2.980000000000002,-0.9744726479683189,-0.9749885654806693,0,0,False,False,155,0,136,0
145,random_init,1.677000000000001,-0.06496556160112506,-0.9135078532704182,11,1,True,False,159,0,0,0
146,random_init,6.220999999999999,0.7452435436095177,0.9643554549449448,21,24,True,False,202,1,3,0
147,random_init,1.296000000000001,-0.728196522484406,-0.7057394910463717,3,3,False,False,162,0,0,0
148,random_init,2.6519999999999992,0.21329093511893746,0.9421355194377712,15,24,True,False,149,0,2,0
149,random_init,1.296000000000001,-0.7577206069517191,-0.721943382570613,3,3,False,False,162,0,0,0
150,random_init,1.296000000000001,-0.722898235935837,-0.7282277415984117,3,3,False,False,162,0,0,0
151,random_init,1.296000000000001,-0.7671439033433043,-0.728482038791093,2,3,False,False,162,0,0,0
152,random_init,1.296000000000001,-0.7282526299396217,-0.7226869583238199,3,3,False,False,162,0,0,0
153,random_init,1.296000000000001,-0.728796858763821,-0.713443681785863,3,3,False,False,162,0,0,0
154,random_init,1.378000000000001,-0.6070903305688374,-0.6214962488419694,4,4,False,False,161,0,0,0
155,random_init,10.006999999999966,-0.3768666899039368,0.8272196335000594,7,22,True,False,224,2,25,0
156,random_init,1.296000000000001,-0.7280183596582914,-0.7094173693765513,3,3,False,False,162,0,0,0
157,random_init,1.5710000000000008,-0.4700582565880005,-0.767135750462739,6,2,True,False,157,0,0,0
158,random_init,1.296000000000001,-0.7306812436489529,-0.726178189336144,3,3,False,False,162,0,0,0
159,random_init,1.296000000000001,-0.7257333550865086,-0.7191044917058533,3,3,False,False,162,0,0,0
160,random_init,1.296000000000001,-0.7070012327687477,-0.720627698900978,3,3,False,False,162,0,0,0
161,random_init,5.820999999999996,0.6968061221014248,0.1344155531582708,21,14,True,False,182,1,12,0
162,random_init,-0.32499999999999996,-0.974874813440527,-0.6505758532491057,0,4,True,False,160,0,51,0
163,random_init,0.44500000000000084,-0.9731374666587657,-0.5481614416432797,0,5,True,False,160,0,29,0
164,random_init,0.9390000000000016,-0.9598429901616464,-0.9734522258876108,0,0,True,True,158,0,17,0
165,random_init,1.296000000000001,-0.7188411632267399,-0.7165337716604021,3,3,False,False,162,0,0,0
166,random_init,1.296000000000001,-0.710939503660044,-0.7149245901004142,3,3,False,False,162,0,0,0
167,random_init,5.494999999999996,0.31029475032197285,-0.09395660272597034,16,11,False,False,185,1,15,2
168,random_init,2.05399999999999,-0.9749032519265614,0.2750716742023528,0,15,True,False,203,1,73,0
169,random_init,18.709999999999976,-0.9241402000692847,0.4689655135426273,0,18,True,False,280,4,6,0
170,random_init,1.6400000000000008,-0.23224732084795469,-0.7065820174015549,9,3,True,False,160,0,0,0
171,random_init,1.296000000000001,-0.7098110105867483,-0.7147211346363317,3,3,False,False,162,0,0,0
172,random_init,1.423000000000001,-0.6581532965463235,-0.7032279929906758,4,3,True,True,161,0,0,0
173,random_init,1.296000000000001,-0.7317491305329545,-0.7320420528008779,3,3,False,False,162,0,0,0
174,random_init,1.296000000000001,-0.7234186282316938,-0.7275590000486865,3,3,False,False,162,0,0,0
175,random_init,1.3150000000000022,0.974989525882106,-0.7011363894403234,24,3,True,False,155,0,21,0
176,random_init,1.296000000000001,-0.7326086139182932,-0.7098226242848622,3,3,False,False,162,0,0,0
