evaluation,source,fitness,descriptor_x,descriptor_y,cell_x,cell_y,inserted,replaced,steps,food_collected,wall_collisions,hazard_contacts
1,random_init,9.619999999999969,-0.8136087818859595,-0.5358779249689319,2,5,True,False,280,3,0,0
2,random_init,1.296000000000001,-0.72744247915656,-0.7535724781681226,3,3,True,False,162,0,0,0
3,random_init,1.296000000000001,-0.7539810193841164,-0.7594021415792402,3,3,False,False,162,0,0,0
4,random_init,5.291,-0.8502392056964663,-0.8986197036681898,1,1,True,False,197,1,1,0
5,random_init,1.272000000000001,-0.7595485620580443,-0.7639308329671461,3,2,True,False,159,0,0,0
6,random_init,1.378000000000001,-0.904375630275948,-0.7202598298298565,1,3,True,False,161,0,0,0
7,random_init,0.8980000000000008,-0.6942370627886173,-0.9743948638922362,3,0,True,False,161,0,15,0
8,random_init,1.296000000000001,-0.7278213309392594,-0.747429654715974,3,3,False,False,162,0,0,0
9,random_init,1.296000000000001,-0.7480278446951835,-0.770767235428171,3,2,True,True,162,0,0,0
10,random_init,1.296000000000001,-0.739325084302134,-0.7570895966620473,3,3,False,False,162,0,0,0
11,random_init,1.296000000000001,-0.7535937289285095,-0.7477587419918894,3,3,False,False,162,0,0,0
12,random_init,-0.12299999999999969,-0.96188181473374,-0.972978874799265,0,0,True,False,159,0,45,0
13,random_init,1.296000000000001,-0.7533311011415005,-0.7695715092663535,3,2,False,False,162,0,0,0
14,random_init,1.317000000000001,-0.8211655303560782,-0.742096758650179,2,3,True,False,159,0,0,0
15,random_init,1.4990000000000006,0.10917895536554041,-0.9674053067574647,13,0,True,False,158,0,10,0
16,random_init,4.954999999999999,-0.6658495063666172,-0.6545984529826363,4,4,True,False,195,1,5,0
17,random_init,1.598000000000001,-0.015033598399177586,-0.9423125261616265,12,0,True,False,156,0,8,0
18,random_init,1.296000000000001,-0.7350144652152596,-0.7552502520296841,3,3,False,False,162,0,0,0
19,random_init,-1.1470000000000005,-0.9749729519269168,-0.25488541729431424,0,9,True,False,151,0,102,0
