evaluation,source,fitness,descriptor_x,descriptor_y,cell_x,cell_y,inserted,replaced,steps,food_collected,wall_collisions,hazard_contacts
1,random_init,1.296000000000001,-0.7235753652155065,-0.7242843198698715,3,3,True,False,162,0,0,0
2,random_init,1.341000000000001,-0.6810225503914775,-0.7491564718712455,3,3,True,True,162,0,0,0
3,random_init,3.3809999999999985,0.4775266940583185,-0.5083271582999216,18,6,True,False,142,0,4,0
4,random_init,1.5710000000000008,-0.9630877228098417,-0.7608309104362996,0,2,True,False,157,0,0,0
5,random_init,1.296000000000001,-0.7066069482020562,-0.7083343701612426,3,3,False,False,162,0,0,0
6,random_init,1.296000000000001,-0.7189718144725377,-0.7220218892331884,3,3,False,False,162,0,0,0
7,random_init,-1.6679999999999986,-0.8925386735673643,-0.9729199225201578,1,0,True,False,159,0,93,0
8,random_init,1.296000000000001,-0.7105857958031575,-0.718047146980354,3,3,False,False,162,0,0,0
9,random_init,1.296000000000001,-0.7071085936360175,-0.7323724502070558,3,3,False,False,162,0,0,0
10,random_init,1.333000000000001,-0.7123968775765812,-0.8958089234716642,3,1,True,False,161,0,0,0
11,random_init,1.515000000000001,-0.9727205485001043,-0.7619946760405217,0,2,False,False,160,0,1,0
12,random_init,-1.6089999999999982,0.9726064642658911,-0.054706193184351284,24,11,True,False,152,0,109,0
13,random_init,1.296000000000001,-0.7073117121315547,-0.7143806358705312,3,3,False,False,162,0,0,0
14,random_init,7.023999999999994,0.1030980587813784,0.1594839296688171,13,14,True,False,173,1,18,0
15,random_init,1.724000000000001,0.23728993710647303,-0.9739550606446837,15,0,True,False,158,0,1,0
16,random_init,1.296000000000001,-0.7079499884925964,-0.7211496665714688,3,3,False,False,162,0,0,0
17,random_init,1.399000000000001,-0.04003266854953073,-0.9730892760551099,11,0,True,False,158,0,9,0
18,random_init,1.296000000000001,-0.7132740322846022,-0.714218176814009,3,3,False,False,162,0,0,0
19,random_init,-2.067999999999998,0.9744791170759726,-0.9749973273990782,24,0,True,False,154,0,120,0
20,random_init,6.789999999999992,-0.1790093190935738,-0.4941283003566859,10,6,True,False,190,1,36,0
21,random_init,11.282999999999978,-0.4307427489882246,-0.38303660248766197,7,7,True,False,236,2,11,0
22,random_init,1.296000000000001,-0.7141005704659593,-0.7304975138220202,3,3,False,False,162,0,0,0
23,random_init,1.296000000000001,-0.7233746774041082,-0.7162172612701575,3,3,False,False,162,0,0,0
24,random_init,14.448999999999982,0.9030098939084185,-0.9707238179751234,23,0,True,False,258,3,17,5
25,random_init,1.5970000000000009,-0.9623085101419773,-0.19940600868069697,0,10,True,False,159,0,1,0
26,random_init,1.296000000000001,-0.7254386102101646,-0.7181162621570543,3,3,False,False,162,0,0,0
27,random_init,2.15,-0.6799707151778709,0.9724161003627809,4,24,True,False,145,0,36,0
28,random_init,1.296000000000001,-0.7080238317677482,-0.7195024313678067,3,3,False,False,162,0,0,0
29,random_init,5.207999999999998,-0.23889055820853508,-0.013755914153498415,9,12,True,False,196,1,7,0
30,random_init,2.0820000000000003,0.9745561243198063,-0.6417854779032532,24,4,True,False,154,0,4,0
31,random_init,1.407000000000001,-0.6237808142787595,-0.6151357361958978,4,4,True,False,159,0,0,0
32,random_init,5.557999999999996,0.8472310920821837,0.08428366306206637,23,13,True,False,181,1,9,0
33,random_init,5.595999999999998,0.8995331338878252,-0.42216041137784593,23,7,True,False,192,1,4,0
34,random_init,4.866,-0.828028267995092,-0.7545512994102985,2,3,True,False,192,1,3,0
35,random_init,1.296000000000001,-0.7146807509094395,-0.7132892055767435,3,3,False,False,162,0,0,0
36,random_init,1.4150000000000011,-0.686025713350941,-0.6684590893261124,3,4,True,False,160,0,0,0
37,random_init,20.749999999999982,0.5149818300576174,0.20109071773817397,18,15,True,False,280,4,10,0
38,random_init,7.213999999999997,0.7955069848914088,0.767894021554101,22,22,True,False,173,1,16,5
39,random_init,0.494999999999989,-0.8602422200643286,0.9705070933960168,1,24,True,False,205,1,164,0
40,random_init,1.4170000000000011,-0.972516673494366,-0.7502765467500733,0,3,True,False,159,0,1,0
41,random_init,1.296000000000001,-0.7140108817828504,-0.7058145857855785,3,3,False,False,162,0,0,0
42,random_init,1.296000000000001,-0.7282574706847083,-0.7065380964417448,3,3,False,False,162,0,0,0
43,random_init,0.7190000000000003,-0.9728583703608251,-0.47657338221835793,0,6,True,False,158,0,22,0
44,random_init,1.296000000000001,-0.7235972079684609,-0.725539008939508,3,3,False,False,162,0,0,0
45,random_init,7.2520000000000255,-0.4429668212942939,0.9738180041242179,6,24,True,False,244,2,92,0
46,random_init,0.7500000000000006,-0.6458443662422766,-0.9746668862359795,4,0,True,False,160,0,19,0
47,random_init,0.40200000000000025,-0.16386242028055623,-0.36043529843440814,10,7,True,False,149,0,65,0
48,random_init,1.296000000000001,-0.7084834615458715,-0.7284232052004955,3,3,False,False,162,0,0,0
49,random_init,1.7660000000000005,-0.7594235461605635,-0.2627708501726914,3,9,True,False,152,0,10,0
50,random_init,1.138999999999987,0.9748103643355102,0.9746229557430596,24,24,True,False,208,1,145,0
51,random_init,0.7600000000000005,-0.9749984755647751,-0.5819861258590547,0,5,True,False,160,0,20,0
52,random_init,17.969999999999953,0.10889690907066389,-0.16595787662194567,13,10,True,False,280,4,5,0
53,random_init,1.296000000000001,-0.708315304749368,-0.708279267724173,3,3,False,False,162,0,0,0
54,random_init,1.296000000000001,-0.7294059309620258,-0.7317773707453509,3,3,False,False,162,0,0,0
55,random_init,1.296000000000001,-0.7133781485519839,-0.7174405480454009,3,3,False,False,162,0,0,0
56,random_init,1.296000000000001,-0.7077040554429093,-0.7151887838715699,3,3,False,False,162,0,0,0
57,random_init,1.296000000000001,-0.7065340285234437,-0.7136082376790785,3,3,False,False,162,0,0,0
58,random_init,5.540999999999999,0.7565732643265333,0.14694929474849783,21,14,True,False,182,1,4,2
59,random_init,2.8059999999999987,-0.4588413800194318,0.6792538216696455,6,20,True,False,142,0,23,0
60,random_init,1.296000000000001,-0.728786354643009,-0.7247536038983602,3,3,False,False,162,0,0,0
61,random_init,1.296000000000001,-0.7325555567743447,-0.7248475227044945,3,3,False,False,162,0,0,0
62,random_init,2.0620000000000003,-0.8474492659343954,-0.2752304461542179,1,9,True,False,154,0,2,0
63,random_init,2.0660000000000007,0.09790337522312884,-0.024800074647051553,13,12,True,False,157,0,0,0
64,random_init,1.296000000000001,-0.7192473233859039,-0.7340486739710799,3,3,False,False,162,0,0,0
65,random_init,1.296000000000001,-0.7108684499090145,-0.7167656515997616,3,3,False,False,162,0,0,0
66,random_init,-1.8559999999999974,0.25499110871899244,-0.9749973750613966,15,0,False,False,158,0,102,0
67,random_init,1.296000000000001,-0.7153850576051639,-0.726436966177033,3,3,False,False,162,0,0,0
