evaluation,source,fitness,descriptor_x,descriptor_y,cell_x,cell_y,inserted,replaced,steps,food_collected,wall_collisions,hazard_contacts
1,random_init,1.296000000000001,-0.7435753652155065,-0.7642843198698716,3,2,True,False,162,0,0,0
2,random_init,1.3410000000000009,-0.6892951966189103,-0.7843294530146124,3,2,True,True,162,0,0,0
3,random_init,2.750999999999999,-0.9515840059380101,0.1185596077907601,0,13,True,False,142,0,13,0
4,random_init,1.3360000000000014,-0.9196144916242057,-0.873203063628677,1,1,True,False,157,0,8,0
5,random_init,1.296000000000001,-0.7266069482020562,-0.7483343701612426,3,3,True,False,162,0,0,0
6,random_init,1.296000000000001,-0.7389718144725377,-0.7620218892331885,3,2,False,False,162,0,0,0
7,random_init,-2.413,-0.9736626120204329,-0.9748042948946098,0,0,True,False,159,0,113,0
8,random_init,1.296000000000001,-0.7305857958031575,-0.758047146980354,3,3,False,False,162,0,0,0
9,random_init,1.296000000000001,-0.7271085936360175,-0.7723724502070558,3,2,False,False,162,0,0,0
10,random_init,1.378000000000001,-0.792123974875228,-0.9121627762817729,2,1,True,False,161,0,0,0
11,random_init,1.378000000000001,-0.8071019308146423,-0.6260239243964295,2,4,True,False,161,0,0,0
12,random_init,-2.339999999999999,0.2809662700593955,-0.9697543213679503,16,0,True,False,155,0,119,0
13,random_init,1.296000000000001,-0.7273117121315548,-0.7543806358705313,3,3,False,False,162,0,0,0
14,random_init,2.2659999999999956,-0.2750962030121482,-0.037411579771838614,9,12,True,False,142,0,32,0
15,random_init,1.455000000000001,-0.2952730396591014,-0.9749903916656041,8,0,True,False,160,0,4,0
16,random_init,1.296000000000001,-0.7279499884925964,-0.7611496665714689,3,2,False,False,162,0,0,0
17,random_init,1.7680000000000007,0.7048495045596682,-0.9565409834612703,21,0,True,False,156,0,7,0
18,random_init,1.296000000000001,-0.7332740322846022,-0.754218176814009,3,3,False,False,162,0,0,0
19,random_init,-0.020999999999999852,-0.6700864413688682,0.9749693785523107,4,24,True,False,153,0,69,0
20,random_init,5.310999999999991,-0.3291860821301012,0.22552927659424563,8,15,True,False,192,1,55,0
21,random_init,5.106999999999998,0.886349717097455,-0.19792724015126192,23,10,True,False,179,1,10,4
22,random_init,1.296000000000001,-0.7341005704659593,-0.7704975138220203,3,2,False,False,162,0,0,0
23,random_init,1.296000000000001,-0.7433746774041082,-0.7562172612701575,3,3,False,False,162,0,0,0
24,random_init,5.068999999999997,-0.9679679808300207,-0.4996360498323013,0,6,True,False,178,1,30,0
25,random_init,1.365000000000001,-0.9737744343452863,-0.4621718362742836,0,6,False,False,160,0,4,0
26,random_init,1.296000000000001,-0.7454386102101647,-0.7581162621570543,3,3,False,False,162,0,0,0
27,random_init,-3.3190000000000044,-0.2747911468831573,-0.7037387775023676,9,3,True,False,157,0,141,0
28,random_init,1.296000000000001,-0.7280238317677482,-0.7595024313678067,3,3,False,False,162,0,0,0
29,random_init,3.3439999999999963,-0.2750957426106302,-0.10356761505642403,9,11,True,False,203,1,31,0
30,random_init,1.6420000000000008,-0.04914091723847578,-0.9604599298435098,11,0,True,False,159,0,1,0
