evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still
1,bootstrap_random,1.296000000000001,-0.749367278951941,-0.7672988256934353,-0.2832898497581482,-2.8449981212615967,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
2,bootstrap_random,1.296000000000001,-0.747865436171198,-0.7728032942969422,-0.32587116956710815,-2.959156036376953,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
3,bootstrap_random,1.296000000000001,-0.7486329773284855,-0.7739423422622032,-0.32241934537887573,-2.981760025024414,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
4,bootstrap_random,1.288000000000001,-0.7390746660400641,-0.7502182377025702,-0.27298587560653687,-2.6114561557769775,8,7,False,False,False,161,0,0,0,0.17251284420490265,0.015500339679419994,8.74425466938837,0.0003146339731756598,False,True
5,bootstrap_random,1.296000000000001,-0.7457827146866017,-0.7569806332783335,-0.2740986943244934,-2.636124849319458,8,7,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
6,bootstrap_random,1.296000000000001,-0.747896486221224,-0.7617818068091828,-0.27246302366256714,-2.7317545413970947,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
7,bootstrap_random,1.296000000000001,-0.7277548550632627,-0.7668443847623182,-0.5105999708175659,-2.845839262008667,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
8,bootstrap_random,2.2110000000000007,-0.9066267786890647,-0.67570561714539,-0.8187153339385986,-3.1001861095428467,8,6,False,False,False,152,0,5,0,2.648247718811035,0.18907864391803741,3.4928649402799192,0.26637333631515503,True,False
9,bootstrap_random,1.2230000000000008,-0.9749497239494592,-0.9107317073679895,0.1531849205493927,-4.119481563568115,8,6,False,False,False,161,0,7,0,0.3018156886100769,0.28397902846336365,0.7018377577664573,0.0379282645881176,False,False
10,bootstrap_random,8.451999999999975,-0.8189846944229949,-0.9246033029729229,2.4050989151000977,2.832500696182251,9,9,False,False,False,224,2,6,0,7.267341613769531,0.19022393226623535,6.750387668262027,0.4735492169857025,True,False
11,bootstrap_random,1.296000000000001,-0.7358309528235206,-0.7681233343642444,-0.42979806661605835,-2.857895851135254,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
12,bootstrap_random,9.222999999999951,-0.525677639570502,0.6858841317565441,9.42392635345459,13.624351501464844,12,13,False,False,False,241,2,5,0,5.132442474365234,1.4522640705108643,11.174078984858287,0.936816394329071,True,False
13,bootstrap_random,1.296000000000001,-0.730646389670508,-0.7468676900536164,-0.4112699627876282,-2.4422895908355713,8,7,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
14,bootstrap_random,1.296000000000001,-0.7313575797554515,-0.7738553613377562,-0.5016297101974487,-2.988884210586548,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
15,bootstrap_random,1.296000000000001,-0.7397832385246939,-0.7494983116096036,-0.3124009072780609,-2.4923665523529053,8,7,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
16,bootstrap_random,1.296000000000001,-0.7525925104444886,-0.7689421330246216,-0.2530960142612457,-2.8743979930877686,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
17,bootstrap_random,0.18200000000000213,-0.2756446654405641,0.5508821264084853,1.39662504196167,26.467058181762695,9,19,False,False,False,149,0,70,0,3.2795917987823486,1.3834962844848633,1.208008506085873,1.1870148181915283,True,False
18,bootstrap_random,1.2170000000000005,-0.4672437357640479,-0.9520559276318434,-1.2997722625732422,-4.818582057952881,8,6,False,False,False,159,0,8,0,0.6608109474182129,0.34664028882980347,3.7073016131301193,0.07241281867027283,False,False
19,bootstrap_random,4.012999999999998,-0.9005411607324915,-0.4016273694986063,10.589249610900879,-2.5130598545074463,12,7,False,False,False,191,1,13,0,3.991755485534668,0.38478755950927734,7.503193511870972,0.15027783811092377,True,False
20,bootstrap_random,1.296000000000001,-0.7370918843538866,-0.7708873085487575,-0.42716914415359497,-2.914067268371582,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
21,bootstrap_random,3.843999999999998,-0.9710223835050041,-0.102180694449693,8.771306991577148,-2.2407331466674805,12,7,False,False,False,203,1,18,0,1.0622427463531494,0.6974149942398071,2.7647597927854086,0.20910117030143738,True,False
22,bootstrap_random,1.296000000000001,-0.7408461059538307,-0.7530775021922386,-0.3154257833957672,-2.560753345489502,8,7,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
23,bootstrap_random,1.296000000000001,-0.7432843225881552,-0.7706609252002693,-0.36362966895103455,-2.9121057987213135,8,6,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
24,bootstrap_random,1.296000000000001,-0.736737621032966,-0.7482046767825876,-0.34317249059677124,-2.467757225036621,8,7,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
