evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still
1,bootstrap_random,1.296000000000001,-0.7435753652155065,-0.7642843198698716,1.0991859436035156,-0.22235709428787231,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
2,bootstrap_random,1.3410000000000009,-0.6892951966189103,-0.7843294530146124,0.9063069820404053,-0.37819501757621765,20,10,False,False,False,162,0,0,0,0.048322807997465134,0.0464574471116066,1.1876237306169792,0.0007311867084354162,False,True
3,bootstrap_random,2.750999999999999,-0.9515840059380101,0.1185596077907601,-1.412253499031067,6.41019868850708,19,13,False,False,False,142,0,13,0,5.143886566162109,0.9026349186897278,3.9970361127743184,0.7769939303398132,True,False
4,bootstrap_random,1.3360000000000014,-0.9196144916242057,-0.873203063628677,2.3471333980560303,-1.1559679508209229,20,10,False,False,False,157,0,8,0,1.2308712005615234,0.22232995927333832,3.8687930880460852,0.05605123192071915,True,False
5,bootstrap_random,1.296000000000001,-0.7266069482020562,-0.7483343701612426,0.7692490816116333,-0.21679824590682983,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
6,bootstrap_random,1.296000000000001,-0.7389718144725377,-0.7620218892331885,1.0197762250900269,-0.23600289225578308,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
7,bootstrap_random,-2.413,-0.9736626120204329,-0.9748042948946098,2.562143087387085,0.30488017201423645,20,10,False,False,False,159,0,113,0,0.5028477907180786,0.33561626076698303,0.6298701414842793,0.07523252069950104,False,False
8,bootstrap_random,1.296000000000001,-0.7305857958031575,-0.758047146980354,0.8763080835342407,-0.2670254111289978,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
9,bootstrap_random,1.296000000000001,-0.7271085936360175,-0.7723724502070558,0.9751054644584656,-0.4141601026058197,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
10,bootstrap_random,1.378000000000001,-0.792123974875228,-0.9121627762817729,1.3609670400619507,-0.30002453923225403,20,10,False,False,False,161,0,0,0,0.25443795323371887,0.16414257884025574,9.449934029108006,0.00889825914055109,False,False
11,bootstrap_random,1.378000000000001,-0.8071019308146423,-0.6260239243964295,0.9941266775131226,-0.306090384721756,20,10,False,False,False,161,0,0,0,0.19230207800865173,0.16596613824367523,0.7790032618435012,0.01220361515879631,False,False
