evaluation,source,fitness,descriptor_x,descriptor_y,cell_x,cell_y,inserted,replaced,steps,food_collected,wall_collisions,hazard_contacts
1,random_init,1.3950000000000011,-0.28454605809207306,-0.6943547833745195,8,3,True,False,155,0,11,0
2,random_init,5.339999999999997,-0.49664939821314336,-0.5788344143975175,6,5,True,False,185,1,11,0
3,random_init,4.484000000000001,-0.46381380111573584,-0.6479022357590764,6,4,True,False,203,1,1,0
4,random_init,2.2389999999999923,-0.5789934692970439,-0.20514918268428925,5,9,True,False,203,1,60,0
5,random_init,-2.909000000000002,-0.2762695352483658,-0.5350232805202618,9,5,True,False,157,0,128,0
6,random_init,1.296000000000001,-0.7530272838885608,-0.7679872298662397,3,2,True,False,162,0,0,0
7,random_init,1.296000000000001,-0.7260183573493287,-0.7747979198626666,3,2,False,False,162,0,0,0
8,random_init,0.8410000000000005,-0.9670835927875551,-0.9622075117644846,0,0,True,False,157,0,17,0
9,random_init,1.296000000000001,-0.7507724130760034,-0.7499399409961085,3,3,True,False,162,0,0,0
10,random_init,1.325000000000001,-0.6988193063095814,-0.778074147383427,3,2,True,True,160,0,0,0
11,random_init,1.296000000000001,-0.7446441370237613,-0.7646221900304044,3,2,False,False,162,0,0,0
12,random_init,1.296000000000001,-0.751825617221215,-0.7511293779287872,3,3,False,False,162,0,0,0
13,random_init,1.8020000000000003,-0.9572546318757391,0.31814343860376154,0,16,True,False,154,0,12,0
14,random_init,1.296000000000001,-0.7399708426554598,-0.7675715061252305,3,2,False,False,162,0,0,0
15,random_init,1.378000000000001,-0.8914374239769008,-0.6106829534363447,1,4,True,False,161,0,0,0
16,random_init,1.362000000000001,-0.8433638759975983,-0.7111198295252324,1,3,True,False,159,0,0,0
17,random_init,-0.6010000000000001,-0.40960473179956475,-0.2549247784089351,7,9,True,False,158,0,70,0
18,random_init,1.354000000000001,-0.6302351887575396,-0.7780869579082828,4,2,True,False,158,0,0,0
19,random_init,4.482,-0.9373165743765857,-0.15636007017502848,0,10,True,False,204,1,0,0
20,random_init,1.550000000000001,-0.1778095793847062,-0.8974277700962795,10,1,True,False,160,0,0,0
21,random_init,0.5150000000000002,-0.974243776228938,-0.9746541934168146,0,0,False,False,160,0,27,0
22,random_init,1.296000000000001,-0.7468698918025038,-0.7581572941049695,3,3,False,False,162,0,0,0
23,random_init,1.296000000000001,-0.7367936798128629,-0.7706079420496244,3,2,False,False,162,0,0,0
24,random_init,-3.1710000000000047,-0.2750398678467908,0.025937793507782893,9,12,True,False,153,0,141,0
25,random_init,1.296000000000001,-0.7335294458218987,-0.7606841052487473,3,2,False,False,162,0,0,0
26,random_init,1.296000000000001,-0.7534822711094223,-0.7498672875116048,3,3,False,False,162,0,0,0
27,random_init,1.296000000000001,-0.7278120018473921,-0.7747907914746242,3,2,False,False,162,0,0,0
