evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still
1,bootstrap_random,1.296000000000001,-0.7166221521429015,-0.7345289859653901,1.1824486255645752,2.160817861557007,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
2,bootstrap_random,1.296000000000001,-0.7276952626386072,-0.7174704183468783,0.8036931753158569,2.0044007301330566,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
3,bootstrap_random,1.296000000000001,-0.7214914397462251,-0.7112220741740686,0.7199313640594482,1.8491424322128296,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
4,bootstrap_random,1.433000000000001,-0.5770221361010935,-0.9740623323107496,1.562300682067871,2.3489227294921875,15,20,False,False,False,161,0,1,0,0.3198079466819763,0.3035818636417389,0.2672456464559875,0.03954857960343361,False,False
5,bootstrap_random,1.711000000000001,0.027717554186382103,-0.44952971892854254,0.9920389652252197,0.5512517690658569,15,19,False,False,False,157,0,5,0,1.2628071308135986,0.7869464755058289,6.311700099634226,0.25930359959602356,True,False
6,bootstrap_random,1.296000000000001,-0.7058702617356024,-0.7076926974529556,0.7224621772766113,1.6318598985671997,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
7,bootstrap_random,2.2209999999999996,0.38862314853518937,-0.7502532258350602,-12.907078742980957,-0.8530848026275635,7,19,False,False,False,132,0,1,6,3.6636972427368164,1.0977786779403687,0.9718293679417622,1.860283613204956,False,False
8,bootstrap_random,-2.062999999999998,-0.973719598206174,-0.9749972997881351,2.584766387939453,4.671118259429932,16,20,False,False,False,159,0,103,0,0.5590991973876953,0.3448529541492462,1.7764912219852964,0.0834980383515358,False,False
9,bootstrap_random,1.296000000000001,-0.7112618589001111,-0.7088728825361758,0.7830290198326111,1.8400319814682007,15,20,False,False,False,162,0,0,0,0.011576974764466286,0.011575569398701191,0.012230800773994138,6.277303327806294e-05,False,True
10,bootstrap_random,-2.46,-0.9743954114328559,0.047172590111521466,-8.477543830871582,1.654082179069519,10,20,False,False,False,155,0,125,0,1.3323155641555786,0.8071048259735107,1.2670190637850598,0.37618789076805115,True,False
11,bootstrap_random,6.776999999999995,0.7741235559129109,-0.9596339661858537,-9.390223503112793,-2.739689826965332,9,18,False,False,False,194,1,20,0,5.852268695831299,1.5124017000198364,3.7807097542537482,3.790707588195801,True,False
12,bootstrap_random,1.296000000000001,-0.7139880954469666,-0.7317368646519591,1.1381616592407227,2.087858200073242,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
13,bootstrap_random,1.296000000000001,-0.7334238918195329,-0.7257131664011707,0.9417358636856079,2.192232608795166,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
14,bootstrap_random,1.296000000000001,-0.7289003427304773,-0.7274585396060266,0.9957529306411743,2.1710972785949707,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
15,bootstrap_random,1.296000000000001,-0.7321191578933699,-0.706346174173539,0.627729058265686,1.9119033813476562,15,20,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
